version,cycle_id,from_regime,start_ts,end_ts,duration_bars,duration_days,entry_price,exit_price,drawdown_at_entry_pct,rsi_at_entry,trigger
v30,Cy,BULL,2024-11-25 18:00:00+00:00,2024-12-02 04:00:00+00:00,155,6.46,3448.25,3692.99,-2.0,53.7,
v30,Cy,RANGE,2024-12-02 05:00:00+00:00,2024-12-04 09:00:00+00:00,53,2.21,3678.46,3728.57,-1.73,44.0,
v30,Cy,BULL,2024-12-04 10:00:00+00:00,2024-12-08 04:00:00+00:00,91,3.79,3723.96,3982.28,-0.52,63.8,
v30,Cy,RANGE,2024-12-08 05:00:00+00:00,2024-12-08 16:00:00+00:00,12,0.5,3973.28,3985.47,-2.5,42.3,
v30,Cy,BULL,2024-12-08 17:00:00+00:00,2024-12-08 19:00:00+00:00,3,0.12,3986.89,3991.28,-2.16,50.8,
v30,Cy,RANGE,2024-12-08 20:00:00+00:00,2024-12-09 22:00:00+00:00,27,1.12,3978.49,3715.57,-2.37,48.4,
v30,Cy ,CRASH,2024-12-09 23:00:00+00:00,2024-12-23 23:00:00+00:00,337,14.04,3713.57,3418.12,-8.87,28.8,
v30,Cy ,RECOVERY,2024-12-24 00:00:00+00:00,2024-12-26 23:00:00+00:00,72,3.0,3414.35,3330.86,-16.48,58.3,
v30,Cy¡,CRASH,2024-12-27 00:00:00+00:00,2025-01-13 01:00:00+00:00,410,17.08,3342.97,3259.83,-18.23,38.6,
v30,Cy¡,RECOVERY,2025-01-13 02:00:00+00:00,2025-01-18 11:00:00+00:00,130,5.42,3254.45,3310.01,-20.4,46.0,
v30,Cy¢,CRASH,2025-01-18 12:00:00+00:00,2025-02-06 03:00:00+00:00,448,18.67,3288.36,2807.25,-11.48,38.4,
v30,Cy¢,RECOVERY,2025-02-06 04:00:00+00:00,2025-02-09 22:00:00+00:00,91,3.79,2821.34,2616.35,-23.22,57.6,
v30,Cy£,CRASH,2025-02-09 23:00:00+00:00,2025-02-23 22:00:00+00:00,336,14.0,2627.87,2803.25,-25.26,48.3,
v30,Cy£,RECOVERY,2025-02-23 23:00:00+00:00,2025-02-26 22:00:00+00:00,72,3.0,2819.63,2345.78,-17.76,61.1,
v30,Cy¤,CRASH,2025-02-26 23:00:00+00:00,2025-03-14 15:00:00+00:00,377,15.71,2332.93,1922.23,-31.95,35.4,
v30,Cy¤,RECOVERY,2025-03-14 16:00:00+00:00,2025-03-18 14:00:00+00:00,95,3.96,1936.48,1894.51,-31.75,71.2,
v30,Cy¥,CRASH,2025-03-18 15:00:00+00:00,2025-04-01 14:00:00+00:00,336,14.0,1880.43,1881.8,-33.72,39.5,
v30,Cy¥,RECOVERY,2025-04-01 15:00:00+00:00,2025-04-05 14:00:00+00:00,96,4.0,1918.9,1790.2,-24.41,73.1,
v30,Cy¦,CRASH,2025-04-05 15:00:00+00:00,2025-04-19 18:00:00+00:00,340,14.17,1781.4,1614.98,-19.91,36.4,
v30,Cy¦,RECOVERY,2025-04-19 19:00:00+00:00,2025-04-24 09:00:00+00:00,111,4.62,1614.79,1743.91,-23.02,62.5,
v30,Cy§,CRASH,2025-04-24 10:00:00+00:00,2025-04-27 04:00:00+00:00,67,2.79,1750.66,1798.97,-15.71,43.1,
v30,Cy¨,CORRECTION,2025-04-27 05:00:00+00:00,2025-04-30 14:00:00+00:00,82,3.42,1799.15,1759.3,-6.24,47.3,
v30,Cy©,CRASH,2025-04-30 15:00:00+00:00,2025-04-30 17:00:00+00:00,3,0.12,1764.82,1775.71,-8.03,39.0,
v30,Cyª,CORRECTION,2025-04-30 18:00:00+00:00,2025-05-08 09:00:00+00:00,184,7.67,1782.56,1941.3,-7.11,46.5,
v30,Cyª,RECOVERY,2025-05-08 10:00:00+00:00,2025-05-15 09:00:00+00:00,168,7.0,1961.48,2539.79,0.0,81.7,
v30,Cyª,RANGE,2025-05-15 10:00:00+00:00,2025-05-16 13:00:00+00:00,28,1.17,2543.66,2607.08,-5.67,41.7,
v30,Cyª,BULL,2025-05-16 14:00:00+00:00,2025-05-19 05:00:00+00:00,64,2.67,2585.51,2379.2,-4.11,50.4,
v30,Cy«,CRASH,2025-05-19 06:00:00+00:00,2025-05-19 17:00:00+00:00,12,0.5,2354.43,2505.52,-12.68,34.3,
v30,Cy¬,CORRECTION,2025-05-19 18:00:00+00:00,2025-05-25 08:00:00+00:00,135,5.62,2490.1,2478.64,-7.65,57.8,
v30,Cy­,CRASH,2025-05-25 09:00:00+00:00,2025-05-25 13:00:00+00:00,5,0.21,2496.03,2514.35,-8.31,38.7,
v30,Cy®,CORRECTION,2025-05-25 14:00:00+00:00,2025-05-30 23:00:00+00:00,130,5.42,2506.98,2531.94,-7.9,44.5,
v30,Cy¯,CRASH,2025-05-31 00:00:00+00:00,2025-06-02 22:00:00+00:00,71,2.96,2521.14,2586.21,-9.04,32.7,
v30,Cy¯,RECOVERY,2025-06-02 23:00:00+00:00,2025-06-05 22:00:00+00:00,72,3.0,2609.29,2431.2,-5.86,75.2,
v30,Cy°,CRASH,2025-06-05 23:00:00+00:00,2025-06-09 17:00:00+00:00,91,3.79,2415.34,2573.11,-12.86,26.2,
v30,Cy±,CORRECTION,2025-06-09 18:00:00+00:00,2025-06-13 01:00:00+00:00,80,3.33,2585.84,2500.42,-6.71,70.9,
v30,Cy²,CRASH,2025-06-13 02:00:00+00:00,2025-06-16 19:00:00+00:00,90,3.75,2478.0,2661.79,-13.62,18.2,
v30,Cy³,CORRECTION,2025-06-16 20:00:00+00:00,2025-06-16 23:00:00+00:00,4,0.17,2670.82,2545.27,-6.89,75.6,
v30,Cy´,CRASH,2025-06-17 00:00:00+00:00,2025-06-20 08:00:00+00:00,81,3.38,2588.24,2554.06,-9.77,46.6,
v30,Cy´,RECOVERY,2025-06-20 09:00:00+00:00,2025-06-27 01:00:00+00:00,161,6.71,2553.98,2427.71,-10.97,65.0,
v30,Cyµ,CRASH,2025-06-27 02:00:00+00:00,2025-07-09 13:00:00+00:00,300,12.5,2439.0,2655.56,-14.98,51.1,
v30,Cy¶,CORRECTION,2025-07-09 14:00:00+00:00,2025-07-11 01:00:00+00:00,36,1.5,2642.78,2955.49,-7.87,61.5,
v30,Cy¶,RECOVERY,2025-07-11 02:00:00+00:00,2025-07-18 01:00:00+00:00,168,7.0,2966.22,3618.1,-0.27,75.6,
v30,Cy¶,BULL,2025-07-18 02:00:00+00:00,2025-07-22 03:00:00+00:00,98,4.08,3605.21,3734.0,-0.36,77.0,
v30,Cy¶,RANGE,2025-07-22 04:00:00+00:00,2025-07-24 22:00:00+00:00,67,2.79,3656.91,3725.86,-4.85,33.9,
v30,Cy¶,BULL,2025-07-24 23:00:00+00:00,2025-07-25 03:00:00+00:00,5,0.21,3708.6,3596.48,-3.5,54.9,
v30,Cy¶,RANGE,2025-07-25 04:00:00+00:00,2025-07-26 03:00:00+00:00,24,1.0,3648.78,3740.1,-5.06,47.3,
v30,Cy¶,BULL,2025-07-26 04:00:00+00:00,2025-07-28 14:00:00+00:00,59,2.46,3749.23,3785.41,-2.45,61.3,
v30,Cy¶,RANGE,2025-07-28 15:00:00+00:00,2025-07-31 07:00:00+00:00,65,2.71,3808.66,3863.62,-3.1,41.1,
v30,Cy¶,BULL,2025-07-31 08:00:00+00:00,2025-07-31 14:00:00+00:00,7,0.29,3863.22,3768.72,-1.71,60.3,
v30,Cy¶,RANGE,2025-07-31 15:00:00+00:00,2025-08-02 16:00:00+00:00,50,2.08,3788.17,3470.54,-3.62,42.2,
v30,Cy·,CRASH,2025-08-02 17:00:00+00:00,2025-08-04 14:00:00+00:00,46,1.92,3423.15,3639.98,-12.91,30.5,
v30,Cy¸,CORRECTION,2025-08-04 15:00:00+00:00,2025-08-05 15:00:00+00:00,25,1.04,3649.37,3569.44,-7.15,78.7,
v30,Cy¹,CRASH,2025-08-05 16:00:00+00:00,2025-08-06 06:00:00+00:00,15,0.62,3577.28,3631.79,-8.98,40.5,
v30,Cyº,CORRECTION,2025-08-06 07:00:00+00:00,2025-08-17 11:00:00+00:00,269,11.21,3639.45,4554.46,-7.4,56.2,
v30,Cyº,RECOVERY,2025-08-17 12:00:00+00:00,2025-08-24 12:00:00+00:00,169,7.04,4543.66,4754.09,-4.88,63.2,
v30,Cyº,BULL,2025-08-24 13:00:00+00:00,2025-08-25 19:00:00+00:00,31,1.29,4768.45,4419.92,-1.67,55.8,
v30,Cy»,CRASH,2025-08-25 20:00:00+00:00,2025-09-09 07:00:00+00:00,348,14.5,4351.84,4361.72,-11.78,23.7,
v30,Cy»,RECOVERY,2025-09-09 08:00:00+00:00,2025-09-16 07:00:00+00:00,168,7.0,4359.71,4513.71,-11.62,61.7,
v30,Cy»,RANGE,2025-09-16 08:00:00+00:00,2025-09-18 04:00:00+00:00,45,1.88,4512.13,4613.39,-8.53,41.8,
v30,Cy»,BULL,2025-09-18 05:00:00+00:00,2025-09-22 01:00:00+00:00,93,3.88,4590.85,4331.51,-6.93,59.8,
v30,Cy¼,CRASH,2025-09-22 02:00:00+00:00,2025-10-02 02:00:00+00:00,241,10.04,4290.89,4388.06,-13.01,14.2,
v30,Cy½,CORRECTION,2025-10-02 03:00:00+00:00,2025-10-06 07:00:00+00:00,101,4.21,4379.3,4534.11,-7.97,65.7,
v30,Cy½,RECOVERY,2025-10-06 08:00:00+00:00,2025-10-10 16:00:00+00:00,105,4.38,4562.8,4109.53,-4.11,58.3,
v30,Cy¾,CRASH,2025-10-10 17:00:00+00:00,2025-10-24 22:00:00+00:00,342,14.25,4095.09,3936.8,-13.94,22.5,
v30,Cy¾,RECOVERY,2025-10-24 23:00:00+00:00,2025-10-28 06:00:00+00:00,75,3.12,3936.1,4113.3,-17.13,55.3,
v30,Cy¿,CRASH,2025-10-28 07:00:00+00:00,2025-11-13 09:00:00+00:00,387,16.12,4117.01,3485.41,-13.33,47.8,
v30,Cy¿,RECOVERY,2025-11-13 10:00:00+00:00,2025-11-16 16:00:00+00:00,79,3.29,3504.79,3060.01,-17.25,55.7,
v30,CyÀ,CRASH,2025-11-16 17:00:00+00:00,2025-11-30 17:00:00+00:00,337,14.04,3077.71,3041.61,-27.33,34.8,
v30,CyÀ,RECOVERY,2025-11-30 18:00:00+00:00,2025-12-05 17:00:00+00:00,120,5.0,3037.35,3034.36,-22.25,58.0,
v30,CyÁ,CRASH,2025-12-05 18:00:00+00:00,2025-12-09 17:00:00+00:00,96,4.0,3007.7,3376.01,-17.26,25.9,
v30,CyÂ,CORRECTION,2025-12-09 18:00:00+00:00,2025-12-09 21:00:00+00:00,4,0.17,3376.61,3302.09,-7.11,81.5,
v30,CyÃ,CRASH,2025-12-09 22:00:00+00:00,2025-12-10 16:00:00+00:00,19,0.79,3329.11,3351.8,-8.42,67.8,
v30,CyÄ,CORRECTION,2025-12-10 17:00:00+00:00,2025-12-11 00:00:00+00:00,8,0.33,3370.83,3280.4,-6.73,67.0,
v30,CyÅ,CRASH,2025-12-11 01:00:00+00:00,2025-12-14 01:00:00+00:00,73,3.04,3255.85,3120.85,-9.92,38.0,
v30,CyÆ,CORRECTION,2025-12-14 02:00:00+00:00,2025-12-14 04:00:00+00:00,3,0.12,3123.45,3111.87,-7.89,54.0,
v30,CyÇ,CRASH,2025-12-14 05:00:00+00:00,2025-12-15 05:00:00+00:00,25,1.04,3112.27,3120.14,-8.22,46.3,
v30,CyÈ,CORRECTION,2025-12-15 06:00:00+00:00,2025-12-15 15:00:00+00:00,10,0.42,3137.85,3010.22,-7.46,62.0,
v30,CyÉ,CRASH,2025-12-15 16:00:00+00:00,2025-12-19 17:00:00+00:00,98,4.08,2988.85,2938.14,-11.86,25.3,
v30,CyÉ,RECOVERY,2025-12-19 18:00:00+00:00,2025-12-22 20:00:00+00:00,75,3.12,2964.7,2974.99,-12.57,60.8,
v30,CyÊ,CRASH,2025-12-22 21:00:00+00:00,2026-01-02 22:00:00+00:00,266,11.08,2986.22,3132.58,-11.94,39.4,
v30,CyË,CORRECTION,2026-01-02 23:00:00+00:00,2026-01-03 05:00:00+00:00,7,0.29,3125.24,3110.22,-7.84,71.5,
v30,CyÌ,CRASH,2026-01-03 06:00:00+00:00,2026-01-03 23:00:00+00:00,18,0.75,3097.28,3125.43,-8.66,54.3,
v30,CyÍ,CORRECTION,2026-01-04 00:00:00+00:00,2026-01-05 20:00:00+00:00,45,1.88,3156.34,3242.32,-6.92,76.5,
v30,CyÍ,RECOVERY,2026-01-05 21:00:00+00:00,2026-01-12 20:00:00+00:00,168,7.0,3238.04,3099.81,-4.51,68.8,
v30,CyÍ,RANGE,2026-01-12 21:00:00+00:00,2026-01-13 16:00:00+00:00,20,0.83,3089.22,3179.96,-6.26,40.9,
v30,CyÍ,BULL,2026-01-13 17:00:00+00:00,2026-01-17 18:00:00+00:00,98,4.08,3178.56,3316.73,-3.55,70.4,
v30,CyÍ,RANGE,2026-01-17 19:00:00+00:00,2026-01-18 19:00:00+00:00,25,1.04,3315.18,3345.87,-2.04,58.8,
v30,CyÍ,BULL,2026-01-18 20:00:00+00:00,2026-01-19 00:00:00+00:00,5,0.21,3340.1,3210.87,-1.31,59.7,
v30,CyÍ,RANGE,2026-01-19 01:00:00+00:00,2026-01-20 19:00:00+00:00,43,1.79,3205.4,2991.99,-5.29,22.5,
v30,CyÎ,CRASH,2026-01-20 20:00:00+00:00,2026-02-07 05:00:00+00:00,418,17.42,3002.64,2082.66,-11.28,20.3,
v30,CyÎ,RECOVERY,2026-02-07 06:00:00+00:00,2026-02-10 07:00:00+00:00,74,3.08,2046.88,2005.74,-39.52,53.9,
v30,CyÏ,CRASH,2026-02-10 08:00:00+00:00,2026-02-25 09:00:00+00:00,362,15.08,2013.19,1915.46,-40.51,35.0,
v30,CyÏ,RECOVERY,2026-02-25 10:00:00+00:00,2026-02-28 09:00:00+00:00,72,3.0,1912.57,1855.05,-37.0,63.4,
v30,CyÐ,CRASH,2026-02-28 10:00:00+00:00,2026-03-05 10:00:00+00:00,121,5.04,1865.3,2156.88,-36.38,32.2,
v30,CyÑ,CORRECTION,2026-03-05 11:00:00+00:00,2026-03-05 16:00:00+00:00,6,0.25,2138.39,2080.62,-7.43,57.9,
v30,CyÒ,CRASH,2026-03-05 17:00:00+00:00,2026-03-09 14:00:00+00:00,94,3.92,2059.48,2022.3,-10.33,38.1,
v30,CyÓ,CORRECTION,2026-03-09 15:00:00+00:00,2026-03-15 09:00:00+00:00,139,5.79,2022.9,2117.73,-7.16,66.1,
v30,CyÓ,RECOVERY,2026-03-15 10:00:00+00:00,2026-03-22 09:00:00+00:00,168,7.0,2119.41,2084.84,-3.07,66.3,
v30,CyÓ,RANGE,2026-03-22 10:00:00+00:00,2026-03-22 12:00:00+00:00,3,0.12,2081.25,2082.09,-11.86,30.1,
v30,CyÔ,CRASH,2026-03-22 13:00:00+00:00,2026-03-25 09:00:00+00:00,69,2.88,2078.44,2186.6,-11.98,33.9,
v30,CyÕ,CORRECTION,2026-03-25 10:00:00+00:00,2026-03-25 18:00:00+00:00,9,0.38,2184.91,2161.55,-7.47,65.7,
v30,CyÖ,CRASH,2026-03-25 19:00:00+00:00,2026-04-05 23:00:00+00:00,269,11.21,2172.0,2109.24,-8.02,54.6,
v30,CyÖ,RECOVERY,2026-04-06 00:00:00+00:00,2026-04-12 23:00:00+00:00,168,7.0,2121.54,2191.8,-10.15,77.8,
v30,CyÖ,RANGE,2026-04-13 00:00:00+00:00,2026-04-13 23:00:00+00:00,24,1.0,2205.59,2370.28,-6.59,46.5,
v30,CyÖ,BULL,2026-04-14 00:00:00+00:00,2026-04-15 12:00:00+00:00,37,1.54,2362.39,2336.15,-0.33,78.2,
